Z_PK,Z_ENT,Z_OPT,ZAUTHORTS,ZBUNDLEIDTS,ZCONTEXTNAMETS,ZPROCESSIDTS,ZTIMESTAMP,ZAUTHOR,ZBUNDLEID,ZCONTEXTNAME,ZPROCESSID,ZQUERYGEN
556,16002,,,1,,2,608398459.176021,,,,,
557,16002,,,1,,2,608398462.609486,,,,,
558,16002,,,1,,2,608408547.110889,,,,,
559,16002,,,1,,2,608408547.140337,,,,,
560,16002,,,1,,2,608408547.164205,,,,,
561,16002,,,1,,2,608408547.721175,,,,,
562,16002,,,1,,2,608408548.109499,,,,,
563,16002,,,1,,2,608408548.323228,,,,,
564,16002,,,1,,2,608408548.364056,,,,,
565,16002,,,1,,2,608408549.311094,,,,,
566,16002,,,1,,2,608470289.387058,,,,,
567,16002,,,1,,2,608470289.421973,,,,,
568,16002,,,1,,2,608470289.435268,,,,,
569,16002,,,1,,2,608470289.995908,,,,,
570,16002,,,1,,2,608470290.278949,,,,,
571,16002,,,1,,2,608470290.498044,,,,,
572,16002,,,1,,2,608470290.56933,,,,,
573,16002,,,1,,2,608470291.126514,,,,,
574,16002,,,1,,2,608470299.701666,,,,,
575,16002,,,1,,2,608470299.736851,,,,,
576,16002,,,1,,2,608470299.753665,,,,,
577,16002,,,1,,2,608470300.192506,,,,,
578,16002,,,1,,2,608470300.369245,,,,,
579,16002,,,1,,2,608470300.512982,,,,,
580,16002,,,1,,2,608470300.835133,,,,,
581,16002,,,1,,2,608600266.971446,,,,,
582,16002,,,1,,2,608600267.347526,,,,,
583,16002,,,1,,2,608600267.695794,,,,,
584,16002,,,1,,2,608600267.737103,,,,,
585,16002,,,1,,2,608600267.853255,,,,,
586,16002,,,1,,2,608600267.872738,,,,,
587,16002,,,1,,2,608600268.755911,,,,,
588,16002,,,1,,2,608600269.005047,,,,,
589,16002,,,1,,2,608600269.485614,,,,,
590,16002,,,1,,2,608600269.555685,,,,,
591,16002,,,1,,2,608600269.624742,,,,,
592,16002,,,1,,2,608600269.652916,,,,,
593,16002,,,1,,2,608600270.324708,,,,,
594,16002,,,1,,2,608600270.672541,,,,,
595,16002,,,1,,2,608600273.90148,,,,,
596,16002,,,1,,2,608600281.544081,,,,,
597,16002,,,1,,2,608600281.993383,,,,,
598,16002,,,1,,2,608600282.05851,,,,,
599,16002,,,1,,2,608600282.129772,,,,,
600,16002,,,1,,2,608600282.14397,,,,,
601,16002,,,1,,2,608600282.745818,,,,,
602,16002,,,1,,2,608600285.587357,,,,,
603,16002,,,1,,2,608600298.158691,,,,,
604,16002,,,1,,2,608600298.625166,,,,,
605,16002,,,1,,2,608600298.686127,,,,,
606,16002,,,1,,2,608600298.763312,,,,,
607,16002,,,1,,2,608600298.775603,,,,,
608,16002,,,1,,2,608600299.728454,,,,,
609,16002,,,1,,2,608600302.600171,,,,,
610,16002,,,1,,2,608743893.11056,,,,,
611,16002,,,1,,2,608743893.409783,,,,,
612,16002,,,1,,2,608743893.67171,,,,,
613,16002,,,1,,2,608743893.727922,,,,,
614,16002,,,1,,2,608743893.840109,,,,,
615,16002,,,1,,2,608743893.84791,,,,,
616,16002,,,1,,2,608743895.118901,,,,,
617,16002,,,1,,2,608743895.899622,,,,,
618,16002,,,1,,2,608743896.560189,,,,,
619,16002,,,1,,2,608743896.608708,,,,,
620,16002,,,1,,2,608743896.784133,,,,,
621,16002,,,1,,2,608743896.816277,,,,,
622,16002,,,1,,2,608743898.053727,,,,,
623,16002,,,1,,2,608743899.671646,,,,,
624,16002,,,1,,2,608743902.649558,,,,,
625,16002,,,1,,2,608744388.899781,,,,,
626,16002,,,1,,2,608744389.64124,,,,,
627,16002,,,1,,2,608744389.714615,,,,,
628,16002,,,1,,2,608744389.795597,,,,,
629,16002,,,1,,2,608744389.818233,,,,,
630,16002,,,1,,2,608744390.713715,,,,,
631,16002,,,1,,2,608744394.003031,,,,,
632,16002,,,1,,2,608744712.181693,,,,,
633,16002,,,1,,2,608744712.445281,,,,,
634,16002,,,1,,2,608744713.029305,,,,,
635,16002,,,1,,2,608744713.092962,,,,,
636,16002,,,1,,2,608744713.17679,,,,,
637,16002,,,1,,2,608744713.193553,,,,,
638,16002,,,1,,2,608744714.093604,,,,,
639,16002,,,1,,2,608744717.229261,,,,,
640,16002,,,1,,2,608745907.665114,,,,,
641,16002,,,1,,2,608745909.027756,,,,,
642,16002,,,1,,2,608745909.117008,,,,,
643,16002,,,1,,2,608745909.434533,,,,,
644,16002,,,1,,2,608745909.795575,,,,,
645,16002,,,1,,2,608745909.912077,,,,,
646,16002,,,1,,2,608745909.932952,,,,,
647,16002,,,1,,2,608745910.966091,,,,,
