state,areaCode,city
Alabama,334,Level Plains
Alabama,334,Libertyville
Alabama,334,Linden
Alabama,334,Loachapoka
Alabama,334,Lockhart
Alabama,334,Louisville
Alabama,334,Low Peach Tre
Alabama,334,Lower Peach Tree
Alabama,334,Lowndesboro
Alabama,334,Luverne
Alabama,334,Madrid
Alabama,334,Magnolia
Alabama,334,Malvern
Alabama,334,Maplesville
Alabama,334,Marbury
Alabama,334,Marion
Alabama,334,Marion Junction
Alabama,334,Mathews
Alabama,334,Maxwell Afb
Alabama,334,Mc Kenzie
Alabama,334,Mckenzie
Alabama,334,Midland City
Alabama,334,Midway
Alabama,334,Millbrook
Alabama,334,Millers Ferry
Alabama,334,Minter
Alabama,334,Montg
Alabama,334,Montgomery
Alabama,334,Morvin
Alabama,334,Mount Meigs
Alabama,334,Mountain Creek
Alabama,334,Mulberry
Alabama,334,Myrtlewood
Alabama,334,Nanafalia
Alabama,334,Napier Field
Alabama,334,New Brockton
Alabama,334,Newbern
Alabama,334,Newton
Alabama,334,Newville
Alabama,334,Notasulga
Alabama,334,Oaky Grove
Alabama,334,Opelika
Alabama,334,Opp
Alabama,334,Orrville
Alabama,334,Ozark
Alabama,334,Pansey
Alabama,334,Patsburg
Alabama,334,Perote
Alabama,334,Petrey
Alabama,334,Phenix City
Alabama,334,Pike Road
Alabama,334,Pinckard
Alabama,334,Pine Hill
Alabama,334,Pine Level
Alabama,334,Pittsview
Alabama,334,Plantersville
Alabama,334,Pleasant Home
Alabama,334,Prairie
Alabama,334,Prattville
Alabama,334,Pville
Alabama,334,Ramer
Alabama,334,Randolph
Alabama,334,Red Level
Alabama,334,Rehobeth
Alabama,334,River Falls
Alabama,334,Riverview
Alabama,334,Roanoke
Alabama,334,Roba
Alabama,334,Rock Mills
Alabama,334,Rome
Alabama,334,Rutledge
Alabama,334,Safford
Alabama,334,Salem
Alabama,334,Samson
Alabama,334,Sardis
Alabama,334,Sawyerville
Alabama,334,Seale
Alabama,334,Selma
Alabama,334,Shady Grove
Alabama,334,Shakespeare
Alabama,334,Shawmut
Alabama,334,Shorter
Alabama,334,Shorterville
Alabama,334,Skipperville
Alabama,334,Slocomb
Alabama,334,Smiths
Alabama,334,Snow Hill
Alabama,334,Sprott
Alabama,334,Stanton
Alabama,334,Straughn
Alabama,334,Sweet Water
Alabama,334,Tallassee
Alabama,334,Taylor
Alabama,334,Thomaston
Alabama,334,Thomasville
Alabama,334,Three Notch
Alabama,334,Titus
Alabama,334,Troy
Alabama,334,Tuskegee
Alabama,334,Tyler
Alabama,334,Union
Alabama,334,Union Springs
Alabama,334,Uniontown
Alabama,334,Valley
Alabama,334,Victoria
Alabama,334,Vredenburgh
Alabama,334,Waterford
Alabama,334,Waverly
Alabama,334,Webb
Alabama,334,Wetumpka
Alabama,334,White Oak
Alabama,334,Wills Crossroads
Alabama,334,Wing
Alabama,334,Winslow
Alaska,907,Adak
Alaska,907,Akhiok
Alaska,907,Akiachak
Alaska,907,Akiak
Alaska,907,Akutan
Alaska,907,Alakanuk
Alaska,907,Aleknagik
Alaska,907,Allakaket
Alaska,907,Ambler
Alaska,907,Anaktuvuk Pass
Alaska,907,Anch
Alaska,907,Anchor Point
Alaska,907,Anchorage
Alaska,907,Anderson
Alaska,907,Angoon
Alaska,907,Aniak
Alaska,907,Anvik
Alaska,907,Arctic Village
Alaska,907,Atka
Alaska,907,Atmautluak
Alaska,907,Atqasuk
Alaska,907,Auke Bay
Alaska,907,Badger
Alaska,907,Barrow
Alaska,907,Beaver
Alaska,907,Bethel
Alaska,907,Bettles
Alaska,907,Bettles Field
Alaska,907,Big Lake
Alaska,907,Border
Alaska,907,Brevig Mission
Alaska,907,Buckland
Alaska,907,Cantwell
Alaska,907,Central
Alaska,907,Chalkyitsik
Alaska,907,Chefornak
Alaska,907,Chenega Bay
Alaska,907,Chevak
Alaska,907,Chickaloon
Alaska,907,Chicken
Alaska,907,Chignik
Alaska,907,Chignik Lagoon
Alaska,907,Chignik Lake
Alaska,907,Chiniak
Alaska,907,Chitina
Alaska,907,Chuathbaluk
Alaska,907,Chugiak
Alaska,907,Circle
Alaska,907,Clam Gulch
Alaska,907,Clarks Point
Alaska,907,Clear
Alaska,907,Coffman Cove
Alaska,907,Cold Bay
Alaska,907,Coldfoot
Alaska,907,Cooper Landing
Alaska,907,Copper Center
Alaska,907,Cordova
Alaska,907,Craig
Alaska,907,Crooked Creek
Alaska,907,Deering
Alaska,907,Delta Jct
Alaska,907,Delta Junction
Alaska,907,Denali National Park
Alaska,907,Dillingham
Alaska,907,Diomede
Alaska,907,Dot Lake
Alaska,907,Douglas
Alaska,907,Dutch Harbor
Alaska,907,Eagle
Alaska,907,Eagle River
Alaska,907,Edna Bay
Alaska,907,Eek
Alaska,907,Egegik
Alaska,907,Eielson Afb
Alaska,907,Ekwok
Alaska,907,Elfin Cove
Alaska,907,Elim
Alaska,907,Elmendorf Afb
Alaska,907,Emmonak
Alaska,907,English Bay
Alaska,907,Ester
Alaska,907,Fairbanks
Alaska,907,False Pass
Alaska,907,Flat
Alaska,907,Fort Richardson
Alaska,907,Fort Wainwright
Alaska,907,Fort Yukon
Alaska,907,Fortuna Ledge
Alaska,907,Fritz Creek
Alaska,907,Ft Wainwright
Alaska,907,Ft Yukon
Alaska,907,Gakona
Alaska,907,Galena
Alaska,907,Gambell
Alaska,907,Girdwood
Alaska,907,Glennallen
Alaska,907,Golovin
Alaska,907,Goodnews Bay
Alaska,907,Grayling
Alaska,907,Gulkana
Alaska,907,Gustavus
Alaska,907,Haines
Alaska,907,Halibut Cove
Alaska,907,Healy
Alaska,907,Holy Cross
Alaska,907,Homer
Alaska,907,Hoonah
Alaska,907,Hooper Bay
Alaska,907,Hope
Alaska,907,Houston
Alaska,907,Hughes
Alaska,907,Huslia
Alaska,907,Hydaburg
Alaska,907,Hyder
Alaska,907,Igiugig
Alaska,907,Iliamna
Alaska,907,Indian
Alaska,907,Juneau
Alaska,907,Kake
Alaska,907,Kaktovik
Alaska,907,Kalskag
Alaska,907,Kaltag
Alaska,907,Karluk
Alaska,907,Kasaan
Alaska,907,Kasigluk
Alaska,907,Kasilof
Alaska,907,Kenai
Alaska,907,Ketchikan
Alaska,907,Kiana
Alaska,907,King Cove
Alaska,907,King Salmon
Alaska,907,Kipnuk
Alaska,907,Kivalina
Alaska,907,Klawock
Alaska,907,Kobuk
Alaska,907,Kodiak
Alaska,907,Kokhonak
Alaska,907,Koliganek
Alaska,907,Kongiganak
Alaska,907,Kotlik
Alaska,907,Kotzebue
Alaska,907,Koyuk
Alaska,907,Koyukuk
Alaska,907,Kwethluk
Alaska,907,Kwigillingok
Alaska,907,Lake Minchumina
Alaska,907,Larsen Bay
Alaska,907,Levelock
Alaska,907,Little Diomede
Alaska,907,Lower Kalskag
Alaska,907,Manley Hot Springs
Alaska,907,Manokotak
Alaska,907,Marshall
Alaska,907,Mc Grath
Alaska,907,Mcgrath
Alaska,907,Mekoryuk
Alaska,907,Mentasta Lake
Alaska,907,Metlakatla
Alaska,907,Meyers Chuck
Alaska,907,Minto
Alaska,907,Moose Pass
Alaska,907,Mountain Village
Alaska,907,Naknek
Alaska,907,Nanwalek
Alaska,907,Napakiak
Alaska,907,Napaskiak
Alaska,907,Nelson Lagoon
Alaska,907,Nenana
Alaska,907,New Stuyahok
Alaska,907,Newtok
Alaska,907,Nightmute
Alaska,907,Nikishka
Alaska,907,Nikiski
Alaska,907,Nikolaevsk
Alaska,907,Nikolai
Alaska,907,Nikolski
Alaska,907,Ninilchik
Alaska,907,Noatak
Alaska,907,Nome
Alaska,907,Nondalton
Alaska,907,Noorvik
Alaska,907,North Pole
Alaska,907,Northway
Alaska,907,Nuiqsut
Alaska,907,Nulato
Alaska,907,Nunam Iqua
Alaska,907,Nunapitchuk
Alaska,907,Old Harbor
Alaska,907,Ouzinkie
Alaska,907,Palmer
Alaska,907,Paxson
Alaska,907,Pedro Bay
Alaska,907,Pelican
Alaska,907,Perryville
Alaska,907,Petersburg
Alaska,907,Pilot Point
Alaska,907,Pilot Station
Alaska,907,Platinum
Alaska,907,Point Baker
Alaska,907,Point Hope
Alaska,907,Point Lay
Alaska,907,Port Alexander
Alaska,907,Port Alsworth
Alaska,907,Port Graham
Alaska,907,Port Heiden
Alaska,907,Port Lions
Alaska,907,Prudhoe Bay
Alaska,907,Quinhagak
Alaska,907,Rampart
Alaska,907,Red Devil
Alaska,907,Ruby
Alaska,907,Russian Mission
Alaska,907,S Naknek
Alaska,907,Saint George Island
Alaska,907,Saint Marys
Alaska,907,Saint Michael
Alaska,907,Saint Paul Island
Alaska,907,Salcha
Alaska,907,Sand Point
Alaska,907,Savoonga
Alaska,907,Scammon Bay
Alaska,907,Selawik
Alaska,907,Seldovia
Alaska,907,Seward
Alaska,907,Shageluk
Alaska,907,Shaktoolik
Alaska,907,Shishmaref
Alaska,907,Shungnak
Alaska,907,Sitka
Alaska,907,Skagway
Alaska,907,Skwentna
Alaska,907,Slana
Alaska,907,Sleetmute
Alaska,907,Soldotna
Alaska,907,South Naknek
Alaska,907,St Marys
Alaska,907,St Michael
Alaska,907,St Paul Island
Alaska,907,Stebbins
Alaska,907,Steese
Alaska,907,Sterling
Alaska,907,Stevens Village
Alaska,907,Stony River
Alaska,907,Sutton
Alaska,907,Takotna
Alaska,907,Talkeetna
Alaska,907,Tanacross
Alaska,907,Tanana
Alaska,907,Tatitlek
Alaska,907,Teller
Alaska,907,Tenakee Springs
Alaska,907,Tetlin
Alaska,907,Thorne Bay
Alaska,907,Togiak
Alaska,907,Tok
Alaska,907,Toksook Bay
Alaska,907,Trapper Creek
Alaska,907,Tuluksak
Alaska,907,Tuntutuliak
Alaska,907,Tununak
Alaska,907,Twin Hills
Alaska,907,Two Rivers
Alaska,907,Tyonek
Alaska,907,Unalakleet
Alaska,907,Unalaska
Alaska,907,Uscgs
Alaska,907,Valdez
Alaska,907,Venetie
Alaska,907,Wainwright
Alaska,907,Wales
Alaska,907,Ward Cove
Alaska,907,Wasilla
Alaska,907,White Mountain
Alaska,907,Whittier
Alaska,907,Willow
Alaska,907,Wrangell
Alaska,907,Yakutat
Arizona,480,Apache Junction
Arizona,480,Arizona Boys Ranch
Arizona,480,Arizona State University
Arizona,480,Casa Grande
Arizona,480,Cave Creek
Arizona,480,Chandler
Arizona,480,Chandler Heights
Arizona,480,Chandler Hgts
Arizona,480,Chandler Hts
Arizona,480,Fort Mcdowell
Arizona,480,Fountain Hills
Arizona,480,Gilbert
Arizona,480,Gold Canyon
Arizona,480,Guadalupe
Arizona,480,Higley
Arizona,480,Mesa
Arizona,480,New River
Arizona,480,Paradise Valley
Arizona,480,Phoenix
Arizona,480,Queen Creek
Arizona,480,Queen Valley
Arizona,480,Rio Verde
Arizona,480,Scottsdale
Arizona,480,State Farm Ins
Arizona,480,Sun Lakes
Arizona,480,Superstition Mountain
Arizona,480,Tempe
Arizona,520,Agua Linda
Arizona,520,Ajo
Arizona,520,Amado
Arizona,520,Apache Junction
Arizona,520,Arivaca
Arizona,520,Ariz Correctional Ctr
Arizona,520,Arizona City
Arizona,520,Arizona Medical Center
Arizona,520,Bapchule
Arizona,520,Bay Acres
Arizona,520,Benson
Arizona,520,Bisbee
Arizona,520,Bisbee Jct
Arizona,520,Bonita
Arizona,520,Bowie
Arizona,520,Business Reply
Arizona,520,Canelo
Arizona,520,Carmen
Arizona,520,Casa Grande
Arizona,520,Cascabel
Arizona,520,Catalina
Arizona,520,Chandler
Arizona,520,Chiricahua National Monument
Arizona,520,Cochise
Arizona,520,Continental
Arizona,520,Coolidge
Arizona,520,Copper Queen
Arizona,520,Cornville
Arizona,520,Corona
Arizona,520,Corona De Tucson
Arizona,520,Coronado
Arizona,520,Cortaro
Arizona,520,Cowlic
Arizona,520,Davis Monthan A F B
Arizona,520,Davis Monthan Afb
Arizona,520,Dos Cabezas
Arizona,520,Double Adobe
Arizona,520,Douglas
Arizona,520,Dragoon
Arizona,520,Dudleyville
Arizona,520,Eleven Mile Corner
Arizona,520,Elfrida
Arizona,520,Elgin
Arizona,520,Eloy
Arizona,520,Fairbank
Arizona,520,Flagstaff
Arizona,520,Florence
Arizona,520,Fort Grant
Arizona,520,Fort Huachuca
Arizona,520,Fort Lowell
Arizona,520,Fresnal Canyon
Arizona,520,Fry
Arizona,520,Ft Grant
Arizona,520,Ft Huachuca
Arizona,520,Ft Lowell
Arizona,520,Gleeson
Arizona,520,Greaterville
Arizona,520,Green Valley
Arizona,520,Gu Achi
Arizona,520,Harshaw
Arizona,520,Hereford
Arizona,520,Hilltop
Arizona,520,Huachuca City
Arizona,520,I B M Corp
Arizona,520,Johnson
Arizona,520,Kansas Settlement
Arizona,520,Kearny
Arizona,520,Kino
Arizona,520,Kinsley Ranch
Arizona,520,Klondyke
Arizona,520,Laveen
