db_tag_id,tag_id,lang_code,tag_name
662,132403,en,barometer
663,132404,en,engine
664,132405,en,perspective
665,132406,en,road
666,132407,en,intersection
667,132408,en,valet
668,132409,en,license
669,132410,en,4wd
670,132411,en,turbo
671,132412,en,pedestrian
672,132413,en,slow
673,132414,en,drivethru
674,132415,en,detour
675,132416,en,deadend
676,132417,en,nodrink
677,132419,en,route
678,132421,en,honk
679,132422,en,crosswalk
680,132423,en,semi
681,132424,en,dump
682,132425,en,toetruck
683,132426,en,roadbike
684,132427,en,baklava
685,132428,en,pomegranate
686,132429,en,blowup
687,132430,en,wreckingball
688,132431,en,scat
689,132432,en,butting
690,132433,en,immature
691,132434,en,opinion
692,132435,en,sample
693,132436,en,stir
694,132437,en,mix
695,132438,en,knead
696,132439,en,spicy
697,132440,en,savory
698,132441,en,salty
699,132442,en,ml
700,132443,en,ounce
701,132444,en,20min
702,132445,en,twenty
703,132446,en,half
704,132447,en,gmo
705,132448,en,nobread
706,132449,en,nodairy
707,132450,en,nomeat
708,132451,en,vegetarian
709,132452,en,lactose
710,132453,en,nowheat
711,132454,en,recipe
712,132455,en,foil
713,132456,en,tinfoil
714,132457,en,cookbook
715,132458,en,wax
716,132459,en,container
717,132460,en,plastic
718,132461,en,napkin
719,132462,en,straw
720,132463,en,scoop
721,132464,en,cutter
722,132465,en,mixing
723,132466,en,pan
724,132467,en,tray
725,132468,en,cutting
726,132469,en,board
727,132470,en,pestal
728,132471,en,grater
729,132472,en,peeler
730,132473,en,slicer
731,132474,en,juicer
732,132475,en,frosting
733,132476,en,rolling
734,132477,en,whisk
735,132478,en,appliance
736,132479,en,placesetting
737,132480,en,strainer
738,132481,en,ladle
739,132482,en,grate
740,132483,en,toasteroven
741,132484,en,deepfry
742,132485,en,panini
743,132486,en,griddle
744,132487,en,wok
745,132488,en,simmer
746,132489,en,saucepot
747,132490,en,slowcooker
748,132491,en,boil
749,132492,en,fryer
750,132493,en,heat
751,132494,en,kettle
752,132495,en,flour
753,132496,en,basalmic
754,132497,en,vinegar
755,132498,en,condiment
756,132499,en,sauce
757,1325,en,fortune
758,132500,en,beans
759,132501,en,broth
760,132502,en,bloodorange
761,132503,en,farfella
762,132504,en,ravioli
763,132505,en,rigatoni
764,132506,en,penne
765,132507,en,butter
766,132508,en,jalepeno
767,132509,en,garlic
768,132510,en,ginger
769,132511,en,beet
770,132512,en,cabbage
771,132513,en,radish
772,132514,en,lettuce
773,132515,en,bellpepper
774,132516,en,artichoke
775,132517,en,broccolini
776,132518,en,avocado
777,132519,en,pea
778,132520,en,scallion
779,132521,en,fennel
780,132522,en,cauliflower
781,132523,en,cucumber
782,132524,en,bay
783,132525,en,herb
784,132526,en,arugula
785,132527,en,rosemary
786,132528,en,parsley
787,132529,en,dill
788,132530,en,produce
789,132531,en,blowtorch
790,132532,en,scramble
791,132533,en,layer
792,132534,en,blend
793,132535,en,saute
794,132536,en,sprinkle
795,132537,en,season
796,132538,en,sallow
797,132539,en,spot
798,132540,en,condescending
799,132541,en,knowitall
800,132542,en,bangs
801,132543,en,pigtails
802,132544,en,bouffant
803,132545,en,tiara
804,132546,en,bandana
805,132547,en,handkerchief
806,132548,en,hood
807,132549,en,straightener
808,132550,en,ponytail
809,132551,en,backless
810,132552,en,corset
811,132553,en,peacoat
812,132554,en,boa
813,132555,en,scoopneck
814,132556,en,buttonup
815,132557,en,puffy
816,132558,en,animalprint
817,132559,en,raglan
818,132560,en,funky
819,132561,en,croptop
820,132562,en,denim
821,132563,en,tanktop
822,132564,en,pleated
823,132565,en,midriff
824,132566,en,distressed
825,132567,en,plaid
826,132568,en,cargo
827,132569,en,sweatpants
828,132570,en,capri
829,132571,en,socks
830,132572,en,hoop
831,132573,en,nosering
832,132574,en,studded
833,132575,en,tote
834,132576,en,drawstring
835,132577,en,duffle
836,132578,en,hightop
837,132579,en,lowtop
838,132580,en,creeper
839,132581,en,slipon
840,132582,en,scrunchie
841,132583,en,hairtie
842,132584,en,chapstick
843,132585,en,lipgloss
844,132586,en,eyeliner
845,132587,en,concealer
846,132588,en,toiletries
847,132589,en,deodorant
848,132590,en,qtip
849,132591,en,cotton
850,132592,en,eyedropper
851,132593,en,facecream
852,132594,en,bobbypin
853,132595,en,toering
854,132596,en,toenail
855,132597,en,mule
856,132598,en,clog
857,132599,en,rasta
858,1326,en,foryou
859,132600,en,reggae
860,132601,en,freestyle
861,132602,en,west
862,132603,en,westside
863,132604,en,handsign
864,132605,en,dorag
865,132606,en,bboy
866,132607,en,homie
867,132608,en,naenae
868,132609,en,stoop
869,132610,en,throne
870,132611,en,steps
871,132612,en,download
872,132613,en,mixtape
873,132614,en,beats
874,132615,en,ramp
875,132616,en,deck
876,132617,en,halfpipe
877,132618,en,shoebox
878,132619,en,novelty
879,132620,en,LA
880,132621,en,buckethat
881,132622,en,styrofoam
882,132623,en,collection
883,132624,en,papers
884,132625,en,pomade
885,132626,en,gel
886,132627,en,barbicide
887,132628,en,barbed
888,132629,en,buckle
889,132630,en,14k
890,132631,en,lipring
891,132632,en,septum
892,132633,en,damage
893,132634,en,airhorn
894,132635,en,nozzle
895,132636,en,stack
896,132637,en,explicit
897,132638,en,advisory
898,132639,en,parental
899,132640,en,bae
900,132641,en,diss
901,132642,en,hater
902,132643,en,hype
903,132644,en,irl
904,132645,en,kool
905,132646,en,wack
906,132647,en,frogprince
907,132652,en,tap
908,132655,en,cyclops
909,132656,en,launch
910,1327,en,fountain
911,1328,en,fountainpen
912,1329,en,four
913,133,en,airport
914,1330,en,fourstars
915,1331,en,fox
916,1332,en,foxy
917,1333,en,fraisier
918,1334,en,frame
919,1334910,en,:o
920,1334911,en,anyways
921,1334913,en,master
922,1334914,en,chance
923,1334915,en,uptoyou
924,1334916,en,ontheball
925,1335,en,france
926,1336,en,frazzle
927,1337,en,freak
928,1338,en,freaked
929,1339,en,free
930,134,en,airpump
931,1340,en,french
932,1341,en,frenchhorn
933,1343,en,frenzy
934,1344,en,fresh
935,1345,en,fret
936,1346,en,Friday
937,1347,en,fridge
938,1348,en,fried
939,1349,en,friedchicken
940,135,en,aisle
941,1350,en,friend
942,1351,en,fries
943,1352,en,frightened
944,1353,en,frisbee
945,1353865,en,gotmeh
946,1353866,en,cepatla
947,1353867,en,paiseh
948,1353868,en,kiasu
949,1353869,en,makan
950,1353870,en,jialat
951,1353871,en,tolong
952,1353872,en,suay
953,1353873,en,siao
954,1353874,en,socheem
955,1353875,en,shiok
956,1354,en,frog
957,1355,en,frolick
958,1356,en,frown
959,1357,en,froyo
960,1358,en,frozen
961,1359,en,fruit
962,136,en,aka
963,1360,en,frustrate
964,1361,en,fry
965,1362,en,ftw
966,1363,en,fudge
967,1364,en,full
968,1365,en,fullmoon
969,1366,en,fume
970,1367,en,fun
971,1369,en,funny
972,1369862,en,pat
973,137,en,aladdin
974,1370,en,furniture
975,1371,en,fury
976,1372,en,fuss
977,1373,en,future
978,1374,en,fyi
979,1375,en,g2g
980,1376,en,gachapon
981,1377,en,gag
982,1378,en,gaga
983,137893,en,lecture
984,137894,en,fast
985,137895,en,opportunity
986,137896,en,above
987,137897,en,below
988,137898,en,east
989,137899,en,corsage
990,1379,en,gamble
991,137900,en,stand
992,137903,en,observe
993,137905,en,peterpan
994,137906,en,coach
995,137909,en,highlight
996,137910,en,destroy
997,137911,en,transaction
998,137912,en,identity
999,137913,en,conserve
1000,137914,en,bigbrother
1001,137915,en,separate
1002,137916,en,persimmon
1003,137917,en,early
1004,137919,en,rubber
1005,138,en,alamode
1006,1380,en,game
1007,1381,en,gameover
1008,1382,en,gang
1009,1383,en,gangnam
1010,1384,en,gangreen
1011,1385,en,gangster
1012,1386,en,garden
1013,1387,en,garfield
1014,1388,en,garter
1015,1389,en,gasoline
1016,139,en,alarm
1017,1390,en,gasp
1018,1391,en,gasstation
1019,1392,en,gaston
1020,1393,en,gawd
1021,1395,en,gaze
1022,1396,en,gazebo
1023,1397,en,gazelle
1024,1398,en,gem
1025,1398936,en,waa
1026,1398937,en,alaa
1027,1398938,en,taktahu
1028,1398939,en,selamatpagi
1029,1398940,en,jommain
1030,1398941,en,adaberani
1031,1398942,en,baik
1032,1398943,en,sayasuka
1033,1398944,en,cepatmengaku
1034,1398945,en,terimakasih
1035,1398946,en,jommakan
1036,1398947,en,utena
1037,1399,en,gemini
1038,14,en,:'-)
1039,140,en,alarmclock
1040,1400,en,genie
1041,1401,en,genius
1042,1402,en,gentleman
1043,1403,en,genuflect
1044,1405,en,getout
1045,1406,en,getwell
1046,1407,en,ghost
1047,1408,en,ghoststory
1048,141,en,alcohol
1049,1410,en,giddy
1050,1411,en,gif
1051,1412,en,giggle
1052,1413,en,gill
1053,1414,en,gimme
1054,1415,en,ginkgo
1055,1416,en,giraffe
1056,1416082,en,durarara
1057,1416083,en,idolmaster
1058,1416084,en,$@#$
1059,1417,en,girl
1060,1418,en,girlfriend
1061,1419,en,girltalk
1062,142,en,alfredo
1063,1420,en,girly
1064,1421,en,give
1065,1422,en,giveup
1066,1423,en,giza
1067,1424,en,glad
1068,1425,en,glamorous
1069,1426,en,glance
1070,1427,en,glare
1071,1428,en,glass
1072,1429,en,glasses
1073,143,en,algebra
1074,1430,en,glee
1075,1431,en,global
1076,1432,en,globe
1077,1433,en,gloomy
1078,1434,en,glorious
1079,1435,en,glove
1080,1436,en,glowstick
1081,1437,en,glue
1082,1438,en,gluten
1083,1439,en,go
1084,144,en,alice
1085,1440,en,goal
1086,1441,en,goatee
1087,1442,en,god
1088,1443,en,goggles
1089,1444,en,gogo
1090,1445,en,gold
1091,1446,en,goldfish
1092,1447,en,golf
1093,1448,en,golfer
1094,1449,en,goo
1095,145,en,alien
1096,1450,en,good
1097,1451,en,goodjob
1098,1452,en,goodmorning
1099,1453,en,goodnight
1100,1454,en,goofy
1101,1455,en,googoo
1102,1456,en,goose
1103,1457,en,gorgeous
1104,1458,en,gorilla
1105,1459,en,gosh
1106,146,en,allergy
1107,1460,en,gossip
1108,1461,en,gotcha
1109,1462,en,gotit
1110,1463,en,gourd
1111,1464,en,grab
1112,1465,en,gracious
1113,1466,en,grades
1114,1467,en,graduation
1115,1468,en,graffiti
1116,1469,en,grain
1117,147,en,alligator
1118,1470,en,grandma
1119,1470361,en,walkingdead
1120,1470362,en,throk
1121,1470363,en,trench
1122,1470364,en,nosebleed
1123,1470365,en,rot
1124,1470366,en,cemetery
1125,1471,en,grandpa
1126,1474,en,grapes
1127,1475,en,graph
1128,1476,en,grasshopper
1129,1477,en,grateful
1130,1478,en,gratin
1131,1479,en,grave
1132,148,en,allnight
1133,1480,en,graveyard
1134,1481,en,greatwhite
1135,1482,en,greece
1136,1483,en,greek
1137,148371,en,goodday
1138,1484,en,green
1139,1485,en,greentea
1140,1486,en,greetings
1141,1487,en,grenade
1142,1488,en,grill
1143,1489,en,grimace
1144,149,en,aloe
1145,1490,en,grin
1146,1491,en,grizzly
1147,1492,en,grocery
1148,1493,en,groggy
1149,1494,en,groom
1150,1495,en,groomsmen
1151,1496,en,groovy
1152,1497,en,gross
1153,1498,en,groucho
1154,1499,en,grouchy
1155,15,en,:\
1156,150,en,alright
1157,1500,en,group
1158,1501,en,grover
1159,1502,en,growl
1160,1503,en,grr
1161,1504,en,grudge
1162,1505,en,grumble
1163,1506,en,grumpy
1164,1507,en,gtfo
1165,1508,en,guard
1166,1509,en,guess
1167,151,en,always
1168,1510,en,guilt
1169,1511,en,guitar
1170,1512,en,gull
1171,1513,en,gulp
1172,1514,en,gum
1173,1515,en,gumball
1174,1516,en,gun
1175,1517,en,gungho
1176,1517202,en,precious
1177,1517203,en,special
1178,1518,en,gurgle
1179,1519,en,gym
1180,152,en,amaze
1181,1520,en,gymnastics
1182,1521,en,gyoza
1183,1522,en,gyro
1184,1523,en,ha
1185,1524,en,hacker
1186,1525,en,haha
1187,1526,en,hair
1188,1527,en,haircut
1189,1528,en,hairdid
1190,153,en,ambulance
1191,1530,en,hairless
1192,1532,en,hairstyle
1193,1533,en,halloween
1194,1534,en,halohalo
1195,1534397,en,howzzat
1196,1534398,en,pakkad
1197,1534399,en,yetogaya
1198,1535,en,halt
1199,1536,en,hamm
1200,1537,en,hammer
1201,1539,en,hammock
1202,153979,en,sightsee
1203,153980,en,guide
1204,153981,en,boarding
1205,153982,en,passport
1206,153983,en,international
1207,153984,en,firstclass
1208,153985,en,flight
1209,153986,en,fasten
1210,153987,en,connect
1211,153988,en,runway
1212,153989,en,tarmac
1213,153990,en,takeoff
1214,153991,en,depart
1215,153992,en,claim
1216,153993,en,conveyor
1217,153994,en,snapshot
1218,153995,en,candid
1219,153996,en,zipline
1220,153997,en,backpacking
1221,153998,en,hotsprings
1222,153999,en,fanny
1223,154,en,america
1224,1540,en,hamster
1225,154000,en,earplug
1226,154001,en,adapter
1227,154002,en,hostel
1228,154003,en,packing
1229,154004,en,gps
1230,154005,en,scrapbook
1231,154006,en,room
1232,154007,en,combination
1233,154008,en,nametag
1234,154009,en,pickpocket
1235,154010,en,babywipe
1236,154011,en,whitehouse
1237,154012,en,capital
1238,154013,en,spaceneedle
1239,154014,en,seattle
1240,154015,en,empire
1241,154016,en,manhattan
1242,154017,en,detroit
1243,154018,en,sf
1244,154019,en,california
1245,154020,en,rushmore
1246,154021,en,memorial
1247,154022,en,dakota
1248,154023,en,liberty
1249,154024,en,president
1250,154025,en,washington
1251,154026,en,monument
1252,154027,en,cathedral
1253,154028,en,moscow
1254,154029,en,russia
1255,154030,en,nara
1256,154031,en,japan
1257,154032,en,sakura
1258,154033,en,branch
