entry_ID,isDataOnFS,receiver_data
14,0,b'ajCE\x00\x00\x00`mstt\x00\x00\x00\x04\x00\x00\x00\xc8musr\x00\x00\x00\x04\x00\x98\x96\x89mlcl\x00\x00\x007mlit\x00\x00\x00/miid\x00\x00\x00\x04\x0fBA\x11ajPG\x00\x00\x00\x0fpl.u-LRK3sV9gdLmstt\x00\x00\x00\x04\x00\x00\x00\xc8mupr\x00\x00\x00\x01\x01'
15,0,b'adbs\x00\x00\x00-mstt\x00\x00\x00\x04\x00\x00\x00\xc8muty\x00\x00\x00\x01\x01mtco\x00\x00\x00\x04\x00\x00\x00\x00mrco\x00\x00\x00\x04\x00\x00\x00\x00'
16,0,b'aply\x00\x00\x01emstt\x00\x00\x00\x04\x00\x00\x00\xc8muty\x00\x00\x00\x01\x01mtco\x00\x00\x00\x04\x00\x00\x00\x01mrco\x00\x00\x00\x04\x00\x00\x00\x01mlcl\x00\x00\x010mlit\x00\x00\x01(mper\x00\x00\x00\x08\x00\x00\x00\x00\x0fBA\x05aePs\x00\x00\x00\x01\x00aePr\x00\x00\x00\x01\x00ulid\x00\x00\x00\x11p.V7VY8EWh4QXQXdDaepc\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00asip\x00\x00\x00\x04\x00\x00\x00\x00ajPO\x00\x00\x00\x01\x00aels\x00\x00\x00\x01\x01meia\x00\x00\x00\x04^{\xad1mikd\x00\x00\x00\x01\x01ajSU\x00\x00\x00Ghttps://music.apple.com/us/playlist/pl.14451bd2b27e40d4b84cd2eef1f1f65faePK\x00\x00\x00\x01\x07ajiv\x00\x00\x00\x01\x00miid\x00\x00\x00\x04\x0fBA\x05ajPE\x00\x00\x00\x01\x00ajPG\x00\x00\x00#pl.14451bd2b27e40d4b84cd2eef1f1f65fajSH\x00\x00\x00\x01\x01'
17,1,B0665F12-BAA0-4615-BECF-D233D4B04529
18,0,b'adbs\x00\x00\x00-mstt\x00\x00\x00\x04\x00\x00\x00\xc8muty\x00\x00\x00\x01\x01mtco\x00\x00\x00\x04\x00\x00\x00\x00mrco\x00\x00\x00\x04\x00\x00\x00\x00'
19,0,b'aply\x00\x00\x01emstt\x00\x00\x00\x04\x00\x00\x00\xc8muty\x00\x00\x00\x01\x01mtco\x00\x00\x00\x04\x00\x00\x00\x01mrco\x00\x00\x00\x04\x00\x00\x00\x01mlcl\x00\x00\x010mlit\x00\x00\x01(mper\x00\x00\x00\x08\x00\x00\x00\x00\x0fBA\tulid\x00\x00\x00\x11p.AWXoLZ4HNl6l6PbaePs\x00\x00\x00\x01\x00aePr\x00\x00\x00\x01\x00aepc\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00asip\x00\x00\x00\x04\x00\x00\x00\x00ajPO\x00\x00\x00\x01\x00aels\x00\x00\x00\x01\x01meia\x00\x00\x00\x04^{\xadUmikd\x00\x00\x00\x01\x01ajSU\x00\x00\x00Ghttps://music.apple.com/us/playlist/pl.9055e2e325314c72812d147573977e01aePK\x00\x00\x00\x01\x07ajiv\x00\x00\x00\x01\x00ajPE\x00\x00\x00\x01\x00miid\x00\x00\x00\x04\x0fBA\tajPG\x00\x00\x00#pl.9055e2e325314c72812d147573977e01ajSH\x00\x00\x00\x01\x01'
20,0,b'adbs\x00\x00\x00-mstt\x00\x00\x00\x04\x00\x00\x00\xc8muty\x00\x00\x00\x01\x01mtco\x00\x00\x00\x04\x00\x00\x00\x00mrco\x00\x00\x00\x04\x00\x00\x00\x00'
21,0,b'aply\x00\x00\x01emstt\x00\x00\x00\x04\x00\x00\x00\xc8muty\x00\x00\x00\x01\x01mtco\x00\x00\x00\x04\x00\x00\x00\x01mrco\x00\x00\x00\x04\x00\x00\x00\x01mlcl\x00\x00\x010mlit\x00\x00\x01(mper\x00\x00\x00\x08\x00\x00\x00\x00\x0fBA\rulid\x00\x00\x00\x11p.O1kz87JT80r0rdAaePs\x00\x00\x00\x01\x00aePr\x00\x00\x00\x01\x00aepc\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00asip\x00\x00\x00\x04\x00\x00\x00\x00ajPO\x00\x00\x00\x01\x00aels\x00\x00\x00\x01\x01meia\x00\x00\x00\x04^{\xad\x9cmikd\x00\x00\x00\x01\x01ajSU\x00\x00\x00Ghttps://music.apple.com/us/playlist/pl.6314198538914ec89a54351ac9ca61cdaePK\x00\x00\x00\x01\x07ajiv\x00\x00\x00\x01\x00miid\x00\x00\x00\x04\x0fBA\rajPE\x00\x00\x00\x01\x00ajPG\x00\x00\x00#pl.6314198538914ec89a54351ac9ca61cdajSH\x00\x00\x00\x01\x01'
22,1,5D80A363-201E-4CA8-93E1-34E1E4D0EE23
23,0,b'aply\x00\x00\x00-mstt\x00\x00\x00\x04\x00\x00\x00\xc8muty\x00\x00\x00\x01\x01mtco\x00\x00\x00\x04\x00\x00\x00\x00mrco\x00\x00\x00\x04\x00\x00\x00\x00'
24,0,b'{}'
25,0,b'{}'
26,0,b'{}'
27,0,b'{}'
28,0,b'{}'
29,1,CBA487A5-511E-45ED-AB3C-12BDE8E0C714
30,0,b'aply\x00\x00\x00-mstt\x00\x00\x00\x04\x00\x00\x00\xc8muty\x00\x00\x00\x01\x01mtco\x00\x00\x00\x04\x00\x00\x00\x00mrco\x00\x00\x00\x04\x00\x00\x00\x00'
31,0,b'adbs\x00\x00\x00-mstt\x00\x00\x00\x04\x00\x00\x00\xc8muty\x00\x00\x00\x01\x01mtco\x00\x00\x00\x04\x00\x00\x00\x00mrco\x00\x00\x00\x04\x00\x00\x00\x00'
32,0,b'aply\x00\x00\x01=mstt\x00\x00\x00\x04\x00\x00\x00\xc8muty\x00\x00\x00\x01\x01mtco\x00\x00\x00\x04\x00\x00\x00\x01mrco\x00\x00\x00\x04\x00\x00\x00\x01mlcl\x00\x00\x01\x08mlit\x00\x00\x01\x00mper\x00\x00\x00\x08\x00\x00\x00\x00\x0fBA\x11asip\x00\x00\x00\x04\x00\x00\x00\x00ajPO\x00\x00\x00\x01\x00aels\x00\x00\x00\x01\x01meia\x00\x00\x00\x04^~I\x9bulid\x00\x00\x00\x11p.qQXL6XQUN8d8dRxaePs\x00\x00\x00\x01\x00aePr\x00\x00\x00\x01\x00aepc\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00mikd\x00\x00\x00\x01\x01ajSU\x00\x00\x003https://music.apple.com/us/playlist/pl.u-LRK3sV9gdLaePK\x00\x00\x00\x01\x07ajiv\x00\x00\x00\x01\x00miid\x00\x00\x00\x04\x0fBA\x11ajPE\x00\x00\x00\x01\x00ajPG\x00\x00\x00\x0fpl.u-LRK3sV9gdLajSH\x00\x00\x00\x01\x01'
33,0,"b'aeBR\x00\x00\x02-mstt\x00\x00\x00\x04\x00\x00\x00\xc8mlcl\x00\x00\x02\x19mlit\x00\x00\x02\x11miid\x00\x00\x00\x04\n\xe61\x12mstt\x00\x00\x00\x04\x00\x00\x00\xc8mdcl\x00\x00\x01\xf1mdky\x00\x00\x00\nfull-tokenmdvl\x00\x00\x00IMusic/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpgmdky\x00\x00\x00\x08full-urlmdvl\x00\x00\x00\x80https://is1-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/600x600bb.jpgmdky\x00\x00\x00\x15template-artwork-jsonmdvl\x00\x00\x00\xd1{""height"":1200,""hasP3"":false,""supportsLayeredImage"":false,""width"":1200,""url"":""https://is1-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/{w}x{h}{c}.{f}""}'"
34,0,b'bplist00\xd0\x08\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\t'
35,0,b'{}'
36,0,b'{}'
37,0,"b'adbs\x00\x00\x05\xa3mstt\x00\x00\x00\x04\x00\x00\x00\xc8muty\x00\x00\x00\x01\x01mtco\x00\x00\x00\x04\x00\x00\x00\x01mrco\x00\x00\x00\x04\x00\x00\x00\x01mlcl\x00\x00\x05nmlit\x00\x00\x05fmikd\x00\x00\x00\x01\x02asdk\x00\x00\x00\x01\x00minm\x00\x00\x004Jimmy James (Original Original Version) [Remastered]asfm\x00\x00\x00\x03m4aasgn\x00\x00\x00\x0bHip-Hop/Rapasar\x00\x00\x00\x0cBeastie Boysasal\x00\x00\x00-Check Your Head (Deluxe Version) [Remastered]aePI\x00\x00\x00\x08\x00\x00\x00\x00++\xfeAasaa\x00\x00\x00\x0cBeastie BoysajPa\x00\x00\x00\x04\x00\x1e\x16\x97assn\x00\x00\x004Jimmy James (Original Original Version) [Remastered]assa\x00\x00\x00\x0cBeastie Boysassu\x00\x00\x00-Check Your Head (Deluxe Version) [Remastered]mavl\x00\x00\x00\x01\x01asdb\x00\x00\x00\x01\x00astm\x00\x00\x00\x04\x00\x03a\xe3asyr\x00\x00\x00\x02\x07\xc8assz\x00\x00\x00\x04\x00y\xfd\xb2ascd\x00\x00\x00\x04mp4aascs\x00\x00\x00\x04\x00\x00\x00\x02aeRp\x00\x00\x00\x10sagaId=182857782aeRP\x00\x00\x00\x10sagaId=182857782meia\x00\x00\x00\x04^{\xae\x14asda\x00\x00\x00\x04^{\xae\x14asdm\x00\x00\x00\x04^{\xae\x14meip\x00\x00\x00\x04^\x8b:\x17aspl\x00\x00\x00\x04^\x8b:\x17asdr\x00\x00\x00\x04)\xf4\x03\xc0asbr\x00\x00\x00\x02\x01\x00assr\x00\x00\x00\x04\x00\x00\xacDascr\x00\x00\x00\x01\x00aeCM\x00\x00\x00\x01\x08ajsa\x00\x00\x00\x08\x00\x00\x00\x00+,\x03Xajcc\x00\x00\x00\x01\x04ajpr\x00\x00\x00\x01\x01ajpe\x00\x00\x00\x01\x03ajca\x00\x00\x00\x01\x00ajmc\x00\x00\x00\x01\x00ajal\x00\x00\x00\x01\x00aels\x00\x00\x00\x01\x00ascp\x00\x00\x00JAdam Horovitz, Adam Yauch, Michael Diamond, Mario Caldato Jr. & Ed Chalpinashp\x00\x00\x00\x01\x00askp\x00\x00\x00\x04\x00\x00\x00\x00asgp\x00\x00\x00\x01\x00aeGE\x00\x00\x00\x04\x00\x00\x00\x00aeGD\x00\x00\x00\x04\x00\x00\x00\x00aeGH\x00\x00\x00\x04\x00\x00\x00\x00aeGU\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00aeGR\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00aeCI\x00\x00\x00\x04\x0b\x88\x97\xddajAi\x00\x00\x00\tl.nevnIg4arid\x00\x00\x00\tr.1diz6hkajAU\x00\x00\x00\x01\x00miid\x00\x00\x00\x04\n\xe606aeCT\x00\x00\x00IMusic/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpgajsc\x00\x00\x00\x01\x04mper\x00\x00\x00\x08\x00\x00\x00\x00\n\xe606ulid\x00\x00\x00\x11i.2P0NbZ3tVObObRPaspc\x00\x00\x00\x04\x00\x00\x00\x01asco\x00\x00\x00\x01\x00aeAI\x00\x00\x00\x08\x00\x00\x00\x00\x00\x1e\x16\x97aeCr\x00\x00\x00\xd0\xe2\x84\x97 2009 Capitol Records, LLC and Beastie Boys. All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.aeGI\x00\x00\x00\x04\x00\x00\x00\x12asdn\x00\x00\x00\x02\x00\x02asdc\x00\x00\x00\x02\x00\x02astn\x00\x00\x00\x02\x00\x0eastc\x00\x00\x00\x02\x00\x10aeMk\x00\x00\x00\x04\x00\x00\x00\x01asac\x00\x00\x00\x02\x00\x01'"
38,0,b'aply\x00\x00\x00-mstt\x00\x00\x00\x04\x00\x00\x00\xc8muty\x00\x00\x00\x01\x01mtco\x00\x00\x00\x04\x00\x00\x00\x00mrco\x00\x00\x00\x04\x00\x00\x00\x00'
39,0,b'mebp\x00\x00\x00@mstt\x00\x00\x00\x04\x00\x00\x00\xc8musr\x00\x00\x00\x04\x00\x98\x96\x8bmlcl\x00\x00\x00 mlit\x00\x00\x00\x18miid\x00\x00\x00\x04\n\xe606mstt\x00\x00\x00\x04\x00\x00\x00\xc8'
40,0,"b'adbs\x00\x00\x05\xa3mstt\x00\x00\x00\x04\x00\x00\x00\xc8muty\x00\x00\x00\x01\x01mtco\x00\x00\x00\x04\x00\x00\x00\x01mrco\x00\x00\x00\x04\x00\x00\x00\x01mlcl\x00\x00\x05nmlit\x00\x00\x05fmikd\x00\x00\x00\x01\x02ajAU\x00\x00\x00\x01\x00mper\x00\x00\x00\x08\x00\x00\x00\x00\n\xe606ulid\x00\x00\x00\x11i.2P0NbZ3tVObObRPaspc\x00\x00\x00\x04\x00\x00\x00\x01miid\x00\x00\x00\x04\n\xe606aeCT\x00\x00\x00IMusic/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpgajsc\x00\x00\x00\x01\x04asdk\x00\x00\x00\x01\x00minm\x00\x00\x004Jimmy James (Original Original Version) [Remastered]asfm\x00\x00\x00\x03m4aasgn\x00\x00\x00\x0bHip-Hop/Rapasar\x00\x00\x00\x0cBeastie Boysasal\x00\x00\x00-Check Your Head (Deluxe Version) [Remastered]aePI\x00\x00\x00\x08\x00\x00\x00\x00++\xfeAasaa\x00\x00\x00\x0cBeastie BoysajPa\x00\x00\x00\x04\x00\x1e\x16\x97assn\x00\x00\x004Jimmy James (Original Original Version) [Remastered]assa\x00\x00\x00\x0cBeastie Boysassu\x00\x00\x00-Check Your Head (Deluxe Version) [Remastered]mavl\x00\x00\x00\x01\x01asdb\x00\x00\x00\x01\x00astm\x00\x00\x00\x04\x00\x03a\xe3asyr\x00\x00\x00\x02\x07\xc8assz\x00\x00\x00\x04\x00y\xfd\xb2ascd\x00\x00\x00\x04mp4aascs\x00\x00\x00\x04\x00\x00\x00\x02aeRp\x00\x00\x00\x10sagaId=182857782aeRP\x00\x00\x00\x10sagaId=182857782meia\x00\x00\x00\x04^{\xae\x14asda\x00\x00\x00\x04^{\xae\x14asdm\x00\x00\x00\x04^{\xae\x14meip\x00\x00\x00\x04^\x8b:\x17aspl\x00\x00\x00\x04^\x8b:\x17asdr\x00\x00\x00\x04)\xf4\x03\xc0asbr\x00\x00\x00\x02\x01\x00assr\x00\x00\x00\x04\x00\x00\xacDascr\x00\x00\x00\x01\x00aeCM\x00\x00\x00\x01\x08ajsa\x00\x00\x00\x08\x00\x00\x00\x00+,\x03Xajcc\x00\x00\x00\x01\x04ajpr\x00\x00\x00\x01\x01ajpe\x00\x00\x00\x01\x03ajca\x00\x00\x00\x01\x00aeCI\x00\x00\x00\x04\x0b\x88\x97\xddajAi\x00\x00\x00\tl.nevnIg4arid\x00\x00\x00\tr.1diz6hkajmc\x00\x00\x00\x01\x00ajal\x00\x00\x00\x01\x00aels\x00\x00\x00\x01\x00ascp\x00\x00\x00JAdam Horovitz, Adam Yauch, Michael Diamond, Mario Caldato Jr. & Ed Chalpinashp\x00\x00\x00\x01\x00askp\x00\x00\x00\x04\x00\x00\x00\x00asgp\x00\x00\x00\x01\x00aeGE\x00\x00\x00\x04\x00\x00\x00\x00aeGD\x00\x00\x00\x04\x00\x00\x00\x00aeGH\x00\x00\x00\x04\x00\x00\x00\x00aeGU\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00aeGR\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00aeMk\x00\x00\x00\x04\x00\x00\x00\x01aeCr\x00\x00\x00\xd0\xe2\x84\x97 2009 Capitol Records, LLC and Beastie Boys. All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.aeGI\x00\x00\x00\x04\x00\x00\x00\x12asdn\x00\x00\x00\x02\x00\x02asdc\x00\x00\x00\x02\x00\x02astn\x00\x00\x00\x02\x00\x0eastc\x00\x00\x00\x02\x00\x10aeAI\x00\x00\x00\x08\x00\x00\x00\x00\x00\x1e\x16\x97asco\x00\x00\x00\x01\x00asac\x00\x00\x00\x02\x00\x01'"
41,0,b'aply\x00\x00\x00-mstt\x00\x00\x00\x04\x00\x00\x00\xc8muty\x00\x00\x00\x01\x01mtco\x00\x00\x00\x04\x00\x00\x00\x00mrco\x00\x00\x00\x04\x00\x00\x00\x00'
